CATEGORIA_,decimalLat,decimalLon,TIPO_den,año,TIPO_inf,Provincia
"3",10.622999999999999,-85.444999999999993,Suelos,"2019",movimiento,Guanacaste
"4",9.965999999999999,-84.135999999999996,Mineria,"2019",extraccion materiales cauce,Heredia
"4",9.614000000000001,-84.629999999999995,Mineria,"2019",extraccion tajo,Puntarenas
"4",9.419000000000000,-84.158000000000001,Mineria,"2019",extraccion tajo,Puntarenas
"3",10.609999999999999,-85.433999999999997,Suelos,"2019",erosion,Guanacaste
"3",9.935000000000000,-84.081000000000003,Suelos,"2019",quema,San José
"3",11.051000000000000,-85.623000000000005,Suelos,"2019",erosion,Guanacaste
"4",10.805000000000000,-85.412000000000006,Mineria,"2019",sedimentacion cuerpo agua,Guanacaste
"4",9.977000000000000,-84.087000000000003,Mineria,"2019",sedimentacion cuerpo agua,Heredia
"4",9.930999999999999,-84.060000000000002,Mineria,"2019",sedimentacion cuerpo agua,San José
"1",10.622999999999999,-85.442999999999998,Agua,"2018",desvio,Guanacaste
"1",10.624000000000001,-85.444000000000003,Agua,"2018",desvio,Guanacaste
"1",10.404999999999999,-85.796999999999997,Agua,"2018",desvio,Guanacaste
"3",9.933999999999999,-84.073999999999998,Suelos,"2019",erosion,San José
"3",10.065000000000000,-84.245999999999995,Suelos,"2019",erosion,Alajuela
"2",10.824999999999999,-85.465999999999994,Vida silvestre,"2019",caceria,Guanacaste
"3",9.443000000000000,-84.165000000000006,Suelos,"2019",erosion,Puntarenas
"0",10.295999999999999,-85.840999999999994,Forestal,"2019",Tala,Guanacaste
"0",10.465999999999999,-84.670000000000002,Forestal,"2019",Incendio,Alajuela
"2",9.933000000000000,-84.084000000000003,Vida silvestre,"2019",tenencia ilegal,San José
"4",10.272000000000000,-85.846999999999994,Mineria,"2019",extraccion tajo,Guanacaste
"3",9.449999999999999,-84.109999999999999,Suelos,"2019",erosion,Puntarenas
"3",10.191000000000001,-85.727999999999994,Suelos,"2019",erosion,Guanacaste
"1",10.426000000000000,-85.090999999999994,Agua,"2018",obras no autorizadas en cauce,Guanacaste
"0",9.615000000000000,-84.632999999999996,Forestal,"2019",Anillado arboles,Puntarenas
"0",9.166000000000000,-83.741000000000000,Forestal,"2019",Anillado arboles,Puntarenas
"3",10.301000000000000,-85.837999999999994,Suelos,"2019",erosion,Guanacaste
"0",9.935000000000000,-84.073999999999998,Forestal,"2019",Incendio,San José
"3",9.641999999999999,-82.728999999999999,Suelos,"2018",contaminacion,Limón
"0",9.379000000000000,-84.144000000000005,Forestal,"2018",Anillado arboles,Puntarenas
"2",9.641999999999999,-82.731999999999999,Vida silvestre,"2019",caceria,Limón
"4",9.929000000000000,-84.058999999999997,Mineria,"2019",sedimentacion cuerpo agua,San José
"4",8.635999999999999,-83.165000000000006,Mineria,"2019",sedimentacion cuerpo agua,Puntarenas
"4",9.907999999999999,-84.070999999999998,Mineria,"2019",sedimentacion cuerpo agua,San José
"4",10.585000000000001,-85.656999999999996,Mineria,"2019",extraccion tajo,Guanacaste
"4",8.438000000000001,-83.429000000000002,Mineria,"2019",sedimentacion cuerpo agua,Puntarenas
"3",10.452999999999999,-84.637000000000000,Suelos,"2018",erosion,Alajuela
"2",10.768000000000001,-83.596000000000004,Vida silvestre,"2019",caceria,Limón
"2",9.935000000000000,-84.075000000000003,Vida silvestre,"2019",caceria,San José
"3",9.945000000000000,-84.132000000000005,Suelos,"2018",erosion,San José
"1",9.949000000000000,-84.106999999999999,Agua,"2018",obras no autorizadas en cauce,San José
"1",9.929000000000000,-84.069000000000003,Agua,"2018",contaminacion,San José
"0",9.654000000000000,-82.754000000000005,Forestal,"2018",Incendio,Limón
"4",9.442000000000000,-84.165999999999997,Mineria,"2019",sedimentacion cuerpo agua,Puntarenas
"1",9.960000000000001,-84.613000000000000,Agua,"2019",contaminacion,Puntarenas
"2",10.452000000000000,-84.652000000000001,Vida silvestre,"2019",caceria,Alajuela
"3",10.733000000000001,-85.028000000000006,Suelos,"2018",quema,Alajuela
"3",9.933999999999999,-84.094999999999999,Suelos,"2018",erosion,San José
"0",8.646000000000001,-82.942999999999998,Forestal,"2018",Invasion ASP,Puntarenas
"1",9.997000000000000,-84.117999999999995,Agua,"2019",contaminacion,Heredia
"0",9.611000000000001,-84.629999999999995,Forestal,"2018",Invasion ASP,Puntarenas
"0",10.570000000000000,-85.674999999999997,Forestal,"2018",Tala,Guanacaste
"3",10.032000000000000,-84.090999999999994,Suelos,"2018",erosion,Heredia
"0",10.016999999999999,-84.213999999999999,Forestal,"2018",Anillado arboles,Alajuela
"2",9.980000000000000,-84.320999999999998,Vida silvestre,"2019",caceria,Alajuela
"2",9.955000000000000,-84.046000000000006,Vida silvestre,"2019",caceria,San José
"1",9.374000000000001,-83.704999999999998,Agua,"2019",descarga aguas residuales,San José
"2",10.624000000000001,-85.436000000000007,Vida silvestre,"2019",caceria,Guanacaste
"3",9.613000000000000,-84.632000000000005,Suelos,"2018",contaminacion,Puntarenas
"3",10.547000000000001,-85.695999999999998,Suelos,"2018",erosion,Guanacaste
"1",9.933000000000000,-84.085999999999999,Agua,"2019",contaminacion,San José
"2",9.926000000000000,-84.102999999999994,Vida silvestre,"2019",tenencia ilegal,San José
"3",9.817000000000000,-84.109999999999999,Suelos,"2018",quema,San José
"2",11.097000000000000,-85.611999999999995,Vida silvestre,"2019",caceria,Guanacaste
"3",9.736000000000001,-82.841999999999999,Suelos,"2018",erosion,Limón
"2",9.928000000000001,-84.073999999999998,Vida silvestre,"2019",tenencia ilegal,San José
"0",10.486000000000001,-84.686999999999998,Forestal,"2018",Incendio,Alajuela
"0",9.249000000000001,-83.864000000000004,Forestal,"2018",Anillado arboles,Puntarenas
"2",9.930000000000000,-84.046000000000006,Vida silvestre,"2019",caceria,San José
"3",10.396000000000001,-85.808000000000007,Suelos,"2018",erosion,Guanacaste
"4",10.571000000000000,-85.677999999999997,Mineria,"2019",sedimentacion cuerpo agua,Guanacaste
"4",9.976000000000001,-84.185000000000002,Mineria,"2019",extraccion tajo,Heredia
"2",8.631000000000000,-83.728999999999999,Vida silvestre,"2019",caceria,Puntarenas
"3",9.926000000000000,-84.212000000000003,Suelos,"2018",erosion,San José
"2",9.613000000000000,-84.629000000000005,Vida silvestre,"2019",tenencia ilegal,Puntarenas
"3",10.577999999999999,-85.665999999999997,Suelos,"2018",erosion,Guanacaste
"1",9.452999999999999,-84.176000000000002,Agua,"2019",contaminacion,Puntarenas
"3",9.715000000000000,-85.016999999999996,Suelos,"2018",contaminacion,Puntarenas
"0",9.250000000000000,-83.864000000000004,Forestal,"2018",Anillado arboles,Puntarenas
"5",9.973000000000001,-84.159000000000006,Contaminacion aire,"2019",mal olor,Heredia
"3",9.932000000000000,-84.075999999999993,Suelos,"2018",movimiento,San José
"3",9.929000000000000,-84.100999999999999,Suelos,"2018",movimiento,San José
"2",9.973000000000001,-84.831999999999994,Vida silvestre,"2019",tenencia ilegal,Puntarenas
"3",9.417000000000000,-84.159000000000006,Suelos,"2018",contaminacion,Puntarenas
"4",9.976000000000001,-84.168000000000006,Mineria,"2019",sedimentacion cuerpo agua,Heredia
"4",9.944000000000001,-84.155000000000001,Mineria,"2019",sedimentacion cuerpo agua,San José
"4",9.118000000000000,-83.697000000000003,Mineria,"2019",sedimentacion cuerpo agua,Puntarenas
"3",9.938000000000001,-84.102000000000004,Suelos,"2018",erosion,San José
"4",8.532000000000000,-83.299999999999997,Mineria,"2018",extraccion tajo,Puntarenas
"1",8.846000000000000,-82.965000000000003,Agua,"2019",obras no autorizadas en cauce,Puntarenas
"4",9.202999999999999,-83.796999999999997,Mineria,"2018",extraccion tajo,Puntarenas
"2",10.478999999999999,-85.616000000000000,Vida silvestre,"2019",tenencia ilegal,Guanacaste
"2",10.081000000000000,-84.123999999999995,Vida silvestre,"2019",tenencia ilegal,Heredia
"2",9.936999999999999,-84.049999999999997,Vida silvestre,"2019",tenencia ilegal,San José
"1",10.625000000000000,-85.436999999999998,Agua,"2019",contaminacion,Guanacaste
"2",10.310000000000000,-84.820999999999998,Vida silvestre,"2019",tenencia ilegal,Puntarenas
"3",9.930999999999999,-84.078999999999994,Suelos,"2018",quema,San José
"1",9.960000000000001,-84.079999999999998,Agua,"2019",descarga aguas residuales,San José
"3",9.932000000000000,-84.073999999999998,Suelos,"2018",erosion,San José
"2",9.211000000000000,-83.640000000000001,Vida silvestre,"2018",caceria,San José
"3",9.374000000000001,-83.703999999999994,Suelos,"2018",erosion,San José
"1",9.932000000000000,-84.079999999999998,Agua,"2019",desvio,San José
"1",10.257999999999999,-85.582999999999998,Agua,"2019",obras no autorizadas en cauce,Guanacaste
"0",9.252000000000001,-83.863000000000000,Forestal,"2018",Incendio,Puntarenas
"3",9.417000000000000,-84.159000000000006,Suelos,"2018",quema,Puntarenas
"4",9.606000000000000,-84.611999999999995,Mineria,"2018",sedimentacion cuerpo agua,Puntarenas
"1",9.250999999999999,-83.864000000000004,Agua,"2019",contaminacion,Puntarenas
"1",9.519000000000000,-84.320999999999998,Agua,"2019",obras no autorizadas en cauce,Puntarenas
"4",9.944000000000001,-84.067999999999998,Mineria,"2018",extraccion tajo,San José
"3",9.928000000000001,-84.090999999999994,Suelos,"2018",erosion,San José
"2",10.321999999999999,-84.430999999999997,Vida silvestre,"2018",tenencia ilegal,Alajuela
"2",9.929000000000000,-84.073999999999998,Vida silvestre,"2018",caceria,San José
"1",9.930000000000000,-84.082999999999998,Agua,"2019",contaminacion,San José
"1",9.717000000000001,-85.018000000000001,Agua,"2019",contaminacion,Puntarenas
"5",9.976000000000001,-84.161000000000001,Contaminacion aire,"2019",emision particulas,Heredia
"3",9.977000000000000,-84.183999999999997,Suelos,"2018",erosion,Heredia
"3",9.935000000000000,-84.075000000000003,Suelos,"2018",contaminacion,San José
"3",9.413000000000000,-84.156999999999996,Suelos,"2018",contaminacion,Puntarenas
"3",10.455000000000000,-84.557000000000002,Suelos,"2018",contaminacion,Alajuela
"3",10.560000000000000,-84.938000000000002,Suelos,"2019",contaminacion,Guanacaste
"2",10.272000000000000,-84.811999999999998,Vida silvestre,"2018",tenencia ilegal,Puntarenas
"4",11.065000000000000,-85.671999999999997,Mineria,"2018",extraccion tajo,Guanacaste
"3",9.933999999999999,-84.072999999999993,Suelos,"2018",erosion,San José
"2",10.452999999999999,-84.007999999999996,Vida silvestre,"2018",caceria,Heredia
"3",9.606000000000000,-84.625000000000000,Suelos,"2019",erosion,Puntarenas
"1",10.318000000000000,-84.430999999999997,Agua,"2019",desvio,Alajuela
"1",9.518000000000001,-84.436000000000007,Agua,"2019",contaminacion,Puntarenas
"2",10.551000000000000,-85.694000000000003,Vida silvestre,"2018",caceria,Guanacaste
"1",10.029999999999999,-84.206000000000003,Agua,"2019",contaminacion,Alajuela
"3",10.313000000000001,-84.816999999999993,Suelos,"2019",movimiento,Puntarenas
"1",11.023999999999999,-84.706999999999994,Agua,"2019",contaminacion,Alajuela
"3",10.295999999999999,-85.841999999999999,Suelos,"2019",movimiento,Guanacaste
"1",9.914999999999999,-84.239999999999995,Agua,"2018",desvio,San José
"2",10.301000000000000,-85.837999999999994,Vida silvestre,"2018",tenencia ilegal,Guanacaste
"1",9.423999999999999,-84.156999999999996,Agua,"2018",contaminacion,Puntarenas
"3",10.585000000000001,-85.656999999999996,Suelos,"2019",movimiento,Guanacaste
"0",9.613000000000000,-84.631000000000000,Forestal,"2018",Incendio,Puntarenas
"0",9.617000000000001,-84.635000000000005,Forestal,"2018",Invasion ASP,Puntarenas
"2",10.054000000000000,-84.113000000000000,Vida silvestre,"2018",caceria,Heredia
"4",9.974000000000000,-84.189999999999998,Mineria,"2018",sedimentacion cuerpo agua,Heredia
"0",10.320000000000000,-84.822000000000003,Forestal,"2018",Incendio,Puntarenas
"0",9.927000000000000,-84.099000000000004,Forestal,"2018",Incendio,San José
"4",10.215000000000000,-84.295000000000002,Mineria,"2018",sedimentacion cuerpo agua,Alajuela
"2",10.628000000000000,-85.436999999999998,Vida silvestre,"2018",caceria,Guanacaste
"2",9.869000000000000,-85.488000000000000,Vida silvestre,"2018",caceria,Guanacaste
"2",10.571000000000000,-85.677000000000007,Vida silvestre,"2018",tenencia ilegal,Guanacaste
"3",9.944000000000001,-84.069999999999993,Suelos,"2019",movimiento,San José
"0",10.493000000000000,-84.712000000000003,Forestal,"2018",Invasion ASP,Alajuela
"3",8.706000000000000,-83.182000000000002,Suelos,"2019",erosion,Puntarenas
"0",10.225000000000000,-83.920000000000002,Forestal,"2018",Tala,Heredia
"0",8.789000000000000,-82.956999999999994,Forestal,"2018",Tala,Puntarenas
"0",10.356000000000000,-85.367999999999995,Forestal,"2018",Anillado arboles,Guanacaste
"3",10.243000000000000,-85.706999999999994,Suelos,"2019",quema,Guanacaste
"2",9.958000000000000,-85.674000000000007,Vida silvestre,"2018",tenencia ilegal,Guanacaste
"3",9.933000000000000,-84.078999999999994,Suelos,"2019",erosion,San José
"5",9.916000000000000,-84.561999999999998,Contaminacion aire,"2019",emision particulas,Alajuela
"1",10.473000000000001,-84.674000000000007,Agua,"2018",contaminacion,Alajuela
"4",9.973000000000001,-84.744000000000000,Mineria,"2018",sedimentacion cuerpo agua,Puntarenas
"2",10.314000000000000,-84.822999999999993,Vida silvestre,"2018",tenencia ilegal,Puntarenas
"4",10.034000000000001,-84.153999999999996,Mineria,"2018",extraccion tajo,Heredia
"1",10.331000000000000,-84.454999999999998,Agua,"2018",obras no autorizadas en cauce,Alajuela
"4",10.176000000000000,-85.816999999999993,Mineria,"2018",sedimentacion cuerpo agua,Guanacaste
"4",10.427000000000000,-85.792000000000002,Mineria,"2018",sedimentacion cuerpo agua,Guanacaste
"3",9.930000000000000,-84.072999999999993,Suelos,"2019",erosion,San José
"3",9.641999999999999,-85.168999999999997,Suelos,"2019",erosion,Puntarenas
"3",10.541000000000000,-85.692999999999998,Suelos,"2019",movimiento,Guanacaste
"0",10.444000000000001,-85.772000000000006,Forestal,"2018",Invasion ASP,Guanacaste
"0",10.301000000000000,-84.802999999999997,Forestal,"2018",Invasion ASP,Puntarenas
"2",9.641000000000000,-85.168000000000006,Vida silvestre,"2018",tenencia ilegal,Puntarenas
"3",9.070000000000000,-83.656000000000006,Suelos,"2019",movimiento,Puntarenas
"5",9.404999999999999,-84.156999999999996,Contaminacion aire,"2019",mal olor,Puntarenas
"4",9.989000000000001,-84.200000000000003,Mineria,"2018",sedimentacion cuerpo agua,Alajuela
"2",10.442000000000000,-84.004999999999995,Vida silvestre,"2019",tenencia ilegal,Heredia
"3",10.584000000000000,-85.656000000000006,Suelos,"2019",movimiento,Guanacaste
"3",9.980000000000000,-85.656999999999996,Suelos,"2019",contaminacion,Guanacaste
"0",8.637000000000000,-83.165000000000006,Forestal,"2018",Invasion ASP,Puntarenas
"3",8.638000000000000,-83.167000000000002,Suelos,"2019",movimiento,Puntarenas
"2",8.635999999999999,-83.168000000000006,Vida silvestre,"2019",caceria,Puntarenas
"1",9.930000000000000,-84.081999999999994,Agua,"2018",obras no autorizadas en cauce,San José
"0",9.975000000000000,-84.832999999999998,Forestal,"2018",Tala,Puntarenas
"4",9.930000000000000,-84.078000000000003,Mineria,"2018",extraccion tajo,San José
"4",9.930000000000000,-84.093000000000004,Mineria,"2018",extraccion tajo,San José
"1",9.922000000000001,-84.072000000000003,Agua,"2018",contaminacion,San José
"3",10.148999999999999,-85.805999999999997,Suelos,"2019",movimiento,Guanacaste
"1",9.907000000000000,-84.439999999999998,Agua,"2018",contaminacion,San José
"3",9.869000000000000,-85.492000000000004,Suelos,"2019",contaminacion,Guanacaste
"2",10.723000000000001,-85.418999999999997,Vida silvestre,"2019",caceria,Guanacaste
"3",10.448000000000000,-85.129000000000005,Suelos,"2019",movimiento,Guanacaste
"4",10.327999999999999,-85.814999999999998,Mineria,"2018",extraccion tajo,Guanacaste
"3",9.959000000000000,-83.941999999999993,Suelos,"2019",erosion,San José
"4",9.990000000000000,-84.200000000000003,Mineria,"2018",sedimentacion cuerpo agua,Alajuela
"0",10.006000000000000,-83.058000000000007,Forestal,"2019",Incendio,Limón
"3",9.936000000000000,-85.667000000000002,Suelos,"2019",movimiento,Guanacaste
"3",10.311000000000000,-84.822000000000003,Suelos,"2019",erosion,Puntarenas
"3",10.574000000000000,-85.673000000000002,Suelos,"2019",erosion,Guanacaste
"4",9.975000000000000,-84.159000000000006,Mineria,"2018",extraccion tajo,Heredia
"5",10.584000000000000,-85.635000000000005,Contaminacion aire,"2019",emision particulas,Guanacaste
"2",9.997999999999999,-84.117000000000004,Vida silvestre,"2019",caceria,Heredia
"3",10.319000000000001,-84.822000000000003,Suelos,"2019",movimiento,Puntarenas
"3",10.148000000000000,-85.805999999999997,Suelos,"2019",erosion,Guanacaste
"1",10.538000000000000,-83.503000000000000,Agua,"2018",desvio,Limón
"4",9.936000000000000,-84.075999999999993,Mineria,"2018",extraccion tajo,San José
"2",9.945000000000000,-84.131000000000000,Vida silvestre,"2019",tenencia ilegal,San José
"2",10.430000000000000,-83.760000000000005,Vida silvestre,"2019",caceria,Limón
"3",9.609000000000000,-84.626999999999995,Suelos,"2019",quema,Puntarenas
"0",9.930999999999999,-84.081999999999994,Forestal,"2019",Anillado arboles,San José
"2",9.936000000000000,-84.066999999999993,Vida silvestre,"2019",caceria,San José
"3",9.404999999999999,-84.158000000000001,Suelos,"2019",erosion,Puntarenas
"2",9.449000000000000,-84.158000000000001,Vida silvestre,"2019",caceria,Puntarenas
"1",10.467000000000001,-84.968000000000004,Agua,"2018",obras no autorizadas en cauce,Guanacaste
"3",10.324000000000000,-84.432000000000002,Suelos,"2019",movimiento,Alajuela
"3",10.304000000000000,-85.835999999999999,Suelos,"2019",movimiento,Guanacaste
"5",10.063000000000001,-84.078000000000003,Contaminacion aire,"2019",emision particulas,Heredia
"0",9.526999999999999,-84.477999999999994,Forestal,"2019",Invasion ASP,Puntarenas
"3",10.571000000000000,-85.677999999999997,Suelos,"2019",movimiento,Guanacaste
"1",9.946000000000000,-84.117999999999995,Agua,"2018",obras no autorizadas en cauce,San José
"3",10.468000000000000,-84.644000000000005,Suelos,"2019",contaminacion,Alajuela
"5",10.625000000000000,-85.676000000000002,Contaminacion aire,"2019",emision particulas,Guanacaste
"3",10.359999999999999,-84.474000000000004,Suelos,"2019",contaminacion,Alajuela
"1",9.930999999999999,-84.076999999999998,Agua,"2018",obras no autorizadas en cauce,San José
"3",10.628000000000000,-85.435000000000002,Suelos,"2019",erosion,Guanacaste
"2",10.539000000000000,-83.503000000000000,Vida silvestre,"2019",caceria,Limón
"1",9.926000000000000,-84.075999999999993,Agua,"2018",contaminacion,San José
"3",9.379000000000000,-84.144000000000005,Suelos,"2019",movimiento,Puntarenas
"3",9.390000000000001,-84.150999999999996,Suelos,"2019",erosion,Puntarenas
"3",8.693000000000000,-83.676000000000002,Suelos,"2019",quema,Puntarenas
"2",9.951000000000001,-84.113000000000000,Vida silvestre,"2019",caceria,San José
"3",10.465999999999999,-84.665000000000006,Suelos,"2019",movimiento,Alajuela
"3",10.548999999999999,-85.697000000000003,Suelos,"2019",erosion,Guanacaste
"1",9.973000000000001,-84.846999999999994,Agua,"2018",contaminacion,Puntarenas
"3",10.397000000000000,-84.134000000000000,Suelos,"2019",erosion,Heredia
"3",9.936999999999999,-84.102999999999994,Suelos,"2019",erosion,San José
"1",10.627000000000001,-85.438999999999993,Agua,"2018",desvio,Guanacaste
"1",9.426000000000000,-84.159999999999997,Agua,"2018",contaminacion,Puntarenas
"2",10.451000000000001,-84.272000000000006,Vida silvestre,"2019",caceria,Alajuela
"4",8.404999999999999,-83.281999999999996,Mineria,"2018",sedimentacion cuerpo agua,Puntarenas
"2",9.973000000000001,-84.847999999999999,Vida silvestre,"2019",caceria,Puntarenas
"2",9.878000000000000,-85.521000000000001,Vida silvestre,"2019",caceria,Guanacaste
"3",10.467000000000001,-84.632000000000005,Suelos,"2019",movimiento,Alajuela
"2",10.233000000000001,-85.840000000000003,Vida silvestre,"2019",caceria,Guanacaste
"3",10.009000000000000,-84.241000000000000,Suelos,"2019",erosion,Alajuela
"3",9.638999999999999,-82.686000000000007,Suelos,"2019",movimiento,Limón
"1",9.614000000000001,-84.631000000000000,Agua,"2018",contaminacion,Puntarenas
"3",10.335000000000001,-85.847999999999999,Suelos,"2019",erosion,Guanacaste
"1",9.427000000000000,-84.114000000000004,Agua,"2018",contaminacion,Puntarenas
"3",9.928000000000001,-84.058000000000007,Suelos,"2019",contaminacion,San José
"2",10.393000000000001,-84.474999999999994,Vida silvestre,"2019",caceria,Alajuela
"0",10.298000000000000,-84.817999999999998,Forestal,"2019",Incendio,Puntarenas
"0",10.782999999999999,-85.043000000000006,Forestal,"2019",Invasion ASP,Alajuela
"2",10.472000000000000,-84.646000000000001,Vida silvestre,"2019",tenencia ilegal,Alajuela
"3",10.473000000000001,-84.614999999999995,Suelos,"2019",erosion,Alajuela
"5",9.612000000000000,-84.629000000000005,Contaminacion aire,"2019",emision particulas,Puntarenas
"3",9.930000000000000,-84.058000000000007,Suelos,"2018",erosion,San José
"0",10.436999999999999,-84.731999999999999,Forestal,"2019",Tala,Alajuela
"2",10.468000000000000,-84.644999999999996,Vida silvestre,"2019",caceria,Alajuela
"3",9.994999999999999,-85.694999999999993,Suelos,"2018",contaminacion,Guanacaste
"3",8.535000000000000,-83.305999999999997,Suelos,"2018",quema,Puntarenas
"2",9.651000000000000,-85.067999999999998,Vida silvestre,"2019",caceria,Puntarenas
"3",10.465999999999999,-84.664000000000001,Suelos,"2018",movimiento,Alajuela
"1",9.625999999999999,-85.153999999999996,Agua,"2018",contaminacion,Puntarenas
"1",10.302000000000000,-85.837000000000003,Agua,"2018",obras no autorizadas en cauce,Guanacaste
"3",9.612000000000000,-84.626999999999995,Suelos,"2018",erosion,Puntarenas
"3",9.106000000000000,-83.691000000000003,Suelos,"2018",quema,Puntarenas
"0",9.930999999999999,-84.072000000000003,Forestal,"2019",Tala,San José
"3",8.723000000000001,-83.647999999999996,Suelos,"2018",movimiento,Puntarenas
"4",9.919000000000000,-84.138000000000005,Mineria,"2018",extraccion tajo,San José
"2",10.007000000000000,-83.064999999999998,Vida silvestre,"2019",tenencia ilegal,Limón
"2",10.430000000000000,-85.790999999999997,Vida silvestre,"2019",caceria,Guanacaste
